,index,merchantid,listedproducts,totalunitssold,meanunitssoldperproduct,rating,merchantratingscount,meanproductprices,meanretailprices,averagediscount,meandiscount,meanproductratingscount,totalurgencycount,urgencytextrate,family_size
449,449,5d4e91681d9a8e1fcc2fefba,1,1000,1000,3.794,383,6.0,30.0,80,80.0,325,,,110.0
450,450,5d46751876befe56001de246,1,1000,1000,3.811,1685,7.0,6.0,-16,-16.0,46,,,-10.0
451,451,57d67d2bb1adb8102d39f90f,1,1000,1000,3.817,8362,11.0,11.0,0,0.0,131,,,11.0
452,452,56a6d6f9cc46da0df30dd801,1,1000,1000,3.82,4924,12.0,11.0,-9,-9.0,181,,,2.0
453,453,5b8a0074f2858d1c8a032c5a,1,1000,1000,3.829,738,8.0,7.0,-14,-14.0,62,,,-7.0
454,454,57b1288be4830507cc9f586a,1,1000,1000,3.842,1733,11.0,10.0,-10,-10.0,410,,,0.0
455,455,5a2bc05fddda8c49398c52fe,1,1000,1000,3.845,670,6.0,6.0,0,0.0,134,,,6.0
456,456,57878a7316b28907b9b50131,1,1000,1000,3.855,15812,6.0,22.0,73,73.0,47,1.0,100.0,95.0
457,457,5440df5815133758cf40f1e3,1,1000,1000,3.855,15407,12.0,85.0,86,86.0,137,,,171.0
458,458,582b156ff6872e749e4d1ad4,1,1000,1000,3.857,13814,9.0,8.0,-12,-12.0,81,,,-4.0
459,459,5684ca0f73c0e02989b91cad,1,1000,1000,3.858,8197,1.0,11.0,91,91.0,5,,,102.0
460,460,59a54d5eae228e4f11e9c5e0,1,1000,1000,3.861,2397,12.0,11.0,-9,-9.0,928,,,2.0
461,461,579f12b73087c40f57abcd3d,1,1000,1000,3.864,3727,12.0,11.0,-9,-9.0,398,,,2.0
462,462,57a09a5649c29a34cf282715,1,1000,1000,3.876,8433,8.0,42.0,81,81.0,409,,,123.0
463,463,55c89dc93a698c6010edccc4,1,1000,1000,3.877,13309,6.0,56.0,90,90.0,938,,,146.0
464,464,589e67aa3205e17175ced38e,1,1000,1000,3.878,16085,11.0,159.0,94,94.0,585,,,253.0
465,465,5d3be81670327a1a4ffce08e,1,1000,1000,3.883,2072,3.9,5.0,22,22.0,57,1.0,100.0,27.0
466,466,56d572b08ec6660796b65705,1,1000,1000,3.885,21012,8.0,9.0,12,12.0,45,,,21.0
467,467,56efff5017777d430c47b78e,1,1000,1000,3.892,870,12.0,11.0,-9,-9.0,646,,,2.0
468,468,57a1ac972b6fb2282425b585,1,1000,1000,3.893,466,8.0,7.0,-14,-14.0,152,,,-7.0
469,469,56ebb573e652e91f9ca6a674,1,1000,1000,3.894,11354,15.0,13.0,-15,-15.0,854,,,-2.0
470,470,586e70187e94384d6fc17f14,1,1000,1000,3.894,28694,9.0,9.0,0,0.0,238,,,9.0
471,471,5a20c64d8cf0ed4d57d60471,1,1000,1000,3.895,3668,11.0,10.0,-10,-10.0,85,,,0.0
472,472,59f5481068788b25d0a84068,1,1000,1000,3.896,1403,11.0,10.0,-10,-10.0,113,,,0.0
473,473,5dde67d7801ecf6d4c385348,1,1000,1000,3.896,433,11.0,10.0,-10,-10.0,299,,,0.0
474,474,58d4832721ad9176d0d3d00f,1,1000,1000,3.897,3743,16.0,59.0,73,73.0,222,,,132.0
475,475,565c1b173a698c769e2be15d,1,1000,1000,3.9,4072,8.0,25.0,68,68.0,220,,,93.0
476,476,5b21e84a43b3b67a3089b10d,1,1000,1000,3.901,892,8.0,17.0,53,53.0,288,,,70.0
477,477,564b2fb5c126a0127af8441e,1,1000,1000,3.905,10320,5.0,5.0,0,0.0,102,1.0,100.0,5.0
478,478,58d765d6da2852536d7a3fa9,1,1000,1000,3.907,1722,9.0,8.0,-12,-12.0,248,,,-4.0
479,479,57d64f7bcafd22102c3a5fc2,1,1000,1000,3.91,3119,2.0,56.0,97,97.0,41,,,153.0
480,480,575a9d8d6813ab5ceeb09521,1,1000,1000,3.912,4136,8.0,72.0,89,89.0,153,,,161.0
481,481,5d43cda683889748193da7c0,1,1000,1000,3.931,331,7.0,6.0,-16,-16.0,68,,,-10.0
482,482,5d5a1171560eca427bf10acb,1,1000,1000,3.932,543,11.0,10.0,-10,-10.0,212,,,0.0
483,483,5b99f68520019041167b0b74,1,1000,1000,3.936,17738,6.0,6.0,0,0.0,352,,,6.0
484,484,5489a2fe546ead1ec9215829,1,1000,1000,3.939,905,8.0,34.0,77,77.0,429,,,111.0
485,485,56cd7070df108f481ff3e00e,1,1000,1000,3.94,16527,9.0,9.0,0,0.0,129,,,9.0
486,486,5de7a6aa4c9c821f67c14ac3,1,1000,1000,3.942,171,13.0,19.0,32,32.0,151,1.0,100.0,51.0
487,487,5d5b651b283abc16408fff54,1,1000,1000,3.942,365,1.68,2.0,16,16.0,51,1.0,100.0,18.0
488,488,58fcdd56cdb8e24565cc017e,1,1000,1000,3.949,1335,15.0,25.0,40,40.0,408,,,65.0
489,489,55f982b029624842ab599cc3,1,1000,1000,3.95,2685,6.0,7.0,15,15.0,258,1.0,100.0,22.0
490,490,56961502ca1588618ca6d5fe,1,1000,1000,3.951,14780,8.0,252.0,97,97.0,161,,,349.0
491,491,5e8544bfd69a0ea72d39bc31,1,1000,1000,3.959,193,2.69,3.0,11,11.0,74,,,14.0
492,492,583998c51591454a04a79709,1,1000,1000,3.96,40457,14.0,12.0,-16,-16.0,548,1.0,100.0,-4.0
493,493,5b125148c2586910aba903d6,1,1000,1000,3.965,16757,7.0,6.0,-16,-16.0,601,,,-10.0
494,494,5a031e9c9aee09542077d074,1,1000,1000,3.967,12763,7.0,50.0,86,86.0,408,1.0,100.0,136.0
495,495,5857e83a1e95514d46b046dd,1,1000,1000,3.97,6457,6.0,23.0,74,74.0,251,,,97.0
496,496,59b0dcac50df61071d239b12,1,1000,1000,3.973,1653,8.0,7.0,-14,-14.0,161,,,-7.0
497,497,5b8d343e133368366f2dff48,1,1000,1000,3.979,3670,13.0,11.0,-18,-18.0,487,,,-7.0
498,498,57ee6909567a8d101913df98,1,1000,1000,3.979,18831,12.0,11.0,-9,-9.0,428,1.0,100.0,2.0
499,499,58d3828699637874f89eb45a,1,1000,1000,3.982,33303,11.0,21.0,48,48.0,545,1.0,100.0,69.0
500,500,5819d0d196f2cc7dffad41ec,1,1000,1000,3.983,1012,3.81,4.0,5,5.0,101,,,9.0
501,501,5b6935c0a1fdaa1dba5a4cd4,1,1000,1000,3.984,5807,8.0,17.0,53,53.0,426,,,70.0
502,502,5b164e4c7e43f2326c3e3931,1,1000,1000,3.985,6731,7.0,43.0,84,84.0,130,1.0,100.0,127.0
503,503,5b4d6eb88a5b7b24519e69ad,1,1000,1000,3.989,5422,8.0,49.0,84,84.0,154,1.0,100.0,133.0
504,504,545dab9f5f313f1e28cb1a2f,1,1000,1000,3.993,9308,5.86,5.0,-17,-17.0,150,,,-12.0
505,505,5700e2be27992f63cdca2dca,1,1000,1000,3.995,8484,5.0,8.0,38,38.0,31,1.0,100.0,46.0
506,506,547465748edcfa6ceab14f70,1,1000,1000,4.004,73119,11.0,10.0,-10,-10.0,221,1.0,100.0,0.0
507,507,59a6cc4b21064f78b1bef62f,1,1000,1000,4.006,5226,8.0,8.0,0,0.0,668,1.0,100.0,8.0
508,508,5466fad41280fa5ca27ba85d,1,1000,1000,4.007,10264,14.0,12.0,-16,-16.0,475,,,-4.0
509,509,56effd3864d54a58a619bdb1,1,1000,1000,4.008,639,12.0,31.0,62,62.0,344,1.0,100.0,93.0
510,510,5466e6343dabbe66ab062be8,1,1000,1000,4.014,4622,14.0,51.0,73,73.0,445,,,124.0
511,511,5514d13ce87fd21cf12f9d0b,1,1000,1000,4.014,21226,8.0,7.0,-14,-14.0,605,,,-7.0
512,512,55419b79439bb51755098f63,1,1000,1000,4.015,9002,11.0,11.0,0,0.0,217,,,11.0
513,513,584ae0173961b64ca9b426b1,1,1000,1000,4.017,4233,6.0,22.0,73,73.0,518,1.0,100.0,95.0
514,514,580f361ff6978b4fdba4b112,1,1000,1000,4.019,1281,2.8,3.0,7,7.0,78,,,10.0
515,515,5b8e19ad9058ed22fdc30621,1,1000,1000,4.028,6246,5.67,6.0,6,6.0,245,,,12.0
516,516,5af54e838699ce1143d1f876,1,1000,1000,4.031,2464,6.0,140.0,96,96.0,538,,,236.0
517,517,5d42991670327a71301ec76e,1,1000,1000,4.036,1055,2.0,2.0,0,0.0,143,,,2.0
518,518,53e98c6446188e1d4d3a38bd,1,1000,1000,4.041,4230,1.8,2.0,10,10.0,76,,,12.0
519,519,58501ab6ff3da74c89f8927f,1,1000,1000,4.044,11078,5.0,5.0,0,0.0,279,,,5.0
520,520,58c2318d3f49634886892d7c,1,1000,1000,4.045,10436,5.0,5.0,0,0.0,94,,,5.0
521,521,597eda458696be7dab480a44,1,1000,1000,4.047,1990,12.0,11.0,-9,-9.0,899,,,2.0
522,522,5dc69ae4c4e6e61846dfc2b4,1,1000,1000,4.055,550,5.65,5.0,-13,-13.0,108,,,-8.0
523,523,5ad16178db5f1f07107a5401,1,1000,1000,4.057,3950,8.0,7.0,-14,-14.0,124,1.0,100.0,-7.0
524,524,557ac6650a43e41ba218240a,1,1000,1000,4.058,45372,4.68,25.0,82,82.0,127,,,107.0
525,525,58748c070e230b22a1ab5bc2,1,1000,1000,4.061,1369,7.0,6.0,-16,-16.0,442,1.0,100.0,-10.0
526,526,5ad1f14d40626a47903fe9df,1,1000,1000,4.064,2377,11.0,10.0,-10,-10.0,215,,,0.0
527,527,583edf165022c71b82d1d6c7,1,1000,1000,4.064,4048,13.0,13.0,0,0.0,332,1.0,100.0,13.0
528,528,59b38b9d0ec30f3dcde27914,1,1000,1000,4.065,4434,8.0,7.0,-14,-14.0,378,,,-7.0
529,529,54d30f53dc8ce133f79b434d,1,1000,1000,4.066,44837,5.65,6.0,6,6.0,217,,,12.0
530,530,58285d7f168b5430c5090ab8,1,1000,1000,4.072,1663,5.82,58.0,90,90.0,623,,,148.0
531,531,5948c9761f2f0f2efb675fa4,1,1000,1000,4.072,6623,8.0,7.0,-14,-14.0,111,1.0,100.0,-7.0
532,532,5eb8cf5429e78638f27379f5,1,1000,1000,4.075,161,5.69,10.0,44,44.0,76,,,54.0
533,533,544e3da38edcfa4c456f6181,1,1000,1000,4.078,6300,11.0,10.0,-10,-10.0,100,,,0.0
534,534,56c30460d7e2821146329f82,1,1000,1000,4.079,9651,3.71,6.0,39,39.0,181,,,45.0
535,535,5858d328e18c0f7603a08e1f,1,1000,1000,4.08,72885,3.0,5.0,40,40.0,327,1.0,100.0,45.0
536,536,585a45a3ef562825c60e0c71,1,1000,1000,4.08,2867,8.0,30.0,74,74.0,65,1.0,100.0,104.0
537,537,57108cd6a995b507211ef8fb,1,1000,1000,4.086,9136,13.0,50.0,74,74.0,855,,,124.0
538,538,5aec1dd2c96bb815b802df67,1,1000,1000,4.09,1761,8.0,8.0,0,0.0,187,1.0,100.0,8.0
539,539,57f7b4a3bc506d1e56530cdd,1,1000,1000,4.092,2505,6.0,9.0,34,34.0,471,,,43.0
540,540,55d480c092e9ba1242bd816a,1,1000,1000,4.095,15948,5.0,5.0,0,0.0,252,1.0,100.0,5.0
541,541,55e51e53c9f8235d17759948,1,1000,1000,4.098,541,22.0,159.0,87,87.0,235,,,246.0
542,542,5b6bb6d7790f1a0d8a416c03,1,1000,1000,4.101,6256,13.0,43.0,70,70.0,65,1.0,100.0,113.0
543,543,5938e6a17fe241506f93503b,1,1000,1000,4.11,3804,3.76,4.0,6,6.0,95,,,10.0
544,544,596636724b913a6954556581,1,1000,1000,4.115,28101,8.0,7.0,-14,-14.0,650,,,-7.0
545,545,58aea6fe15241651ee65307b,1,1000,1000,4.12,543,2.0,6.0,67,67.0,121,,,73.0
546,546,5d3c419de4b65d4fb81e7286,1,1000,1000,4.124,557,1.91,6.0,69,69.0,141,,,75.0
547,547,5cd6743c8da3ad22253d937f,1,1000,1000,4.126,2745,8.0,7.0,-14,-14.0,267,1.0,100.0,-7.0
548,548,589eb1c33205e17175cee2ee,1,1000,1000,4.127,3117,3.87,4.0,4,4.0,94,,,8.0
549,549,5864730562a1e84ca10df658,1,1000,1000,4.132,6364,11.0,10.0,-10,-10.0,483,,,0.0
550,550,5b08f027c2586968afffb44f,1,1000,1000,4.136,5880,11.0,17.0,36,36.0,462,1.0,100.0,53.0
551,551,56cc2ea09879a4136344cf49,1,1000,1000,4.137,7348,8.0,7.0,-14,-14.0,120,,,-7.0
552,552,590eda48f3d19c203c2648e4,1,1000,1000,4.141,6460,11.0,84.0,87,87.0,792,,,171.0
553,553,5a3ccf7f028bbd773f938596,1,1000,1000,4.142,19760,8.0,51.0,85,85.0,256,,,136.0
554,554,5a0d2c3e68788b4400878642,1,1000,1000,4.143,14442,9.0,57.0,85,85.0,146,,,142.0
555,555,5b420ce3d9b2a4418b74ae31,1,1000,1000,4.146,2116,18.0,16.0,-12,-12.0,477,1.0,100.0,4.0
556,556,5b7ecbfa7956ef54b750df16,1,1000,1000,4.147,9341,22.0,169.0,87,87.0,542,1.0,100.0,256.0
557,557,5e6910549145adc9f7972fac,1,1000,1000,4.149,114,13.0,33.0,61,61.0,122,,,94.0
558,558,5a54add17dee4a20b31ef567,1,1000,1000,4.149,6343,11.0,76.0,86,86.0,364,,,162.0
559,559,5853765779b45e0b58ad30f4,1,1000,1000,4.153,30643,7.0,9.0,23,23.0,219,1.0,100.0,32.0
560,560,586fbd8b8c30e82bdcce557d,1,1000,1000,4.155,5914,6.0,6.0,0,0.0,362,1.0,100.0,6.0
561,561,5acecb61417cee2b9d27f88a,1,1000,1000,4.158,2610,5.0,5.0,0,0.0,197,,,5.0
562,562,53df1a1046188e7ac043c6da,1,1000,1000,4.16,5048,19.0,26.0,27,27.0,205,,,53.0
563,563,582bd2fde18c0f0a402ba101,1,1000,1000,4.16,29044,15.0,101.0,86,86.0,646,,,187.0
564,564,5accadccc98949438a3729a2,1,1000,1000,4.161,1837,12.0,17.0,30,30.0,230,,,47.0
565,565,58cbc85cad83385080a3cf94,1,1000,1000,4.165,32715,11.0,10.0,-10,-10.0,101,,,0.0
566,566,595df09dd44a9b53910f4e2b,1,1000,1000,4.166,8043,9.0,31.0,71,71.0,317,,,102.0
567,567,58cf7224712870506c44edd9,1,1000,1000,4.171,3218,6.0,8.0,25,25.0,523,1.0,100.0,33.0
568,568,5a4df4937ce75c31079ba413,1,1000,1000,4.174,17856,14.0,102.0,87,87.0,197,,,189.0
569,569,576b9101ac55bd7f2108992b,1,1000,1000,4.179,37375,2.72,17.0,85,85.0,116,,,102.0
570,570,54a2cd4940b3782666e8a5bf,1,1000,1000,4.181,4778,17.0,75.0,78,78.0,479,,,153.0
571,571,58539804afa5ec4cae2cdce8,1,1000,1000,4.181,816,8.0,7.0,-14,-14.0,398,,,-7.0
572,572,59bcfadb776ab96ae984be82,1,1000,1000,4.191,9034,8.0,22.0,64,64.0,638,1.0,100.0,86.0
573,573,5787268541b5257c73d0132f,1,1000,1000,4.193,14974,8.0,9.0,12,12.0,621,,,21.0
574,574,5b0a6169012875789c76ebba,1,1000,1000,4.198,2510,6.0,6.0,0,0.0,170,,,6.0
575,575,590d6c356815062709f1b06c,1,1000,1000,4.204,941,7.0,6.0,-16,-16.0,129,1.0,100.0,-10.0
576,576,5950d54a4b913a1174a7ae6d,1,1000,1000,4.209,2212,8.0,30.0,74,74.0,270,1.0,100.0,104.0
577,577,5d4cf83dc8bc520142c8534f,1,1000,1000,4.21,706,5.75,25.0,77,77.0,117,,,102.0
578,578,5ba9af0fef66004cac1013f7,1,1000,1000,4.212,2495,12.0,102.0,89,89.0,206,,,191.0
579,579,58cf8bc8375c92523736b540,1,1000,1000,4.213,47639,11.0,24.0,55,55.0,154,1.0,100.0,79.0
580,580,5a4b4ab27dee4a057cca7429,1,1000,1000,4.215,11597,11.0,68.0,84,84.0,211,,,152.0
581,581,5810c45baf5d3c19670b3f9a,1,1000,1000,4.217,8352,8.0,7.0,-14,-14.0,558,,,-7.0
582,582,5accdb3c1baafe6febd26cf3,1,1000,1000,4.22,6570,5.77,16.0,64,64.0,687,,,80.0
583,583,570cfe55a18a3f4630d18c02,1,1000,1000,4.223,1178,14.0,12.0,-16,-16.0,429,1.0,100.0,-4.0
584,584,58c14b3e98d70751f799bc3f,1,1000,1000,4.229,3533,15.0,13.0,-15,-15.0,497,1.0,100.0,-2.0
585,585,5a0fe8770a332a615df86c5e,1,1000,1000,4.229,4298,9.0,9.0,0,0.0,216,,,9.0
586,586,595f3d28ce4e69232af53c32,1,1000,1000,4.238,12322,16.0,26.0,39,39.0,450,,,65.0
587,587,58ad365fb3bd6d507b06db0f,1,1000,1000,4.241,15540,12.0,93.0,88,88.0,534,1.0,100.0,181.0
588,588,58475ecf5eee8869e4ad9a07,1,1000,1000,4.243,3709,5.71,13.0,57,57.0,317,,,70.0
589,589,5af25671e139d756e4f0afbe,1,1000,1000,4.246,8404,9.0,84.0,90,90.0,420,1.0,100.0,174.0
590,590,5aad329608a224392d805720,1,1000,1000,4.254,1038,15.0,13.0,-15,-15.0,277,,,-2.0
591,591,5853b96be788110ac30168b9,1,1000,1000,4.254,6033,16.0,14.0,-14,-14.0,552,,,0.0
592,592,566a3ef17233ff2686443082,1,1000,1000,4.257,25752,8.0,7.0,-14,-14.0,843,,,-7.0
593,593,5ae0213bb722cf61f1aa3624,1,1000,1000,4.26,2992,8.0,11.0,28,28.0,153,1.0,100.0,39.0
594,594,582ff94e0d44631042fe7c41,1,1000,1000,4.261,14298,8.0,7.0,-14,-14.0,439,,,-7.0
595,595,5bbf00e6c5fdec1c0e0d401d,1,1000,1000,4.264,904,5.86,11.0,47,47.0,512,1.0,100.0,58.0
596,596,55dc6b85f51bf838d3e3dcc2,1,1000,1000,4.265,62240,14.0,86.0,84,84.0,546,1.0,100.0,170.0
597,597,5a40bd3812fa1c2c21498ea7,1,1000,1000,4.279,3396,5.73,5.0,-14,-14.0,182,,,-9.0
598,598,58d9f311fe9cae52ce0213ec,1,1000,1000,4.279,6383,11.0,14.0,22,22.0,651,1.0,100.0,36.0
599,599,58a3f270e269ee522580e6bb,1,1000,1000,4.296,99800,14.0,12.0,-16,-16.0,176,,,-4.0
600,600,587dcb1b6fa68c4caba87529,1,1000,1000,4.298,794,9.0,8.0,-12,-12.0,192,,,-4.0
601,601,5d3bc9f8e13a7e654424a4cb,1,1000,1000,4.306,173,8.0,11.0,28,28.0,127,1.0,100.0,39.0
602,602,59c25e6a30e1f368ea189232,1,1000,1000,4.308,4084,24.0,59.0,60,60.0,762,,,119.0
603,603,57383b023a698c3a936ce406,1,1000,1000,4.316,2946,7.0,49.0,86,86.0,194,1.0,100.0,135.0
604,604,5873347af1f65d4d61b69b1a,1,1000,1000,4.319,791,3.84,4.0,4,4.0,55,,,8.0
605,605,58778fdcdfa6bc28858f3422,1,1000,1000,4.324,10963,7.0,6.0,-16,-16.0,144,,,-10.0
606,606,5b8deaae2eb51f6d30ff9a3d,1,1000,1000,4.332,4425,7.0,6.0,-16,-16.0,207,1.0,100.0,-10.0
607,607,5b66b2f303523d3caa84aed5,1,1000,1000,4.334,895,11.0,85.0,88,88.0,454,1.0,100.0,173.0
608,608,57a155a4b63950286426744f,1,1000,1000,4.337,3403,8.0,48.0,84,84.0,794,,,132.0
609,609,54922e98223ebf6980220266,1,1000,1000,4.337,44840,12.0,72.0,84,84.0,566,,,156.0
610,610,586c683cc87b4c4f84b6b4de,1,1000,1000,4.349,2996,6.0,6.0,0,0.0,505,,,6.0
611,611,5528e6afecb5250bffe81ef7,1,1000,1000,4.35,32318,3.72,11.0,67,67.0,178,,,78.0
612,612,583bdad32f5e5304a69d5bd3,1,1000,1000,4.352,1428,6.0,6.0,0,0.0,330,,,6.0
613,613,5b41be818e210d22facca0bd,1,1000,1000,4.357,13909,5.0,5.0,0,0.0,166,,,5.0
614,614,5885a7e767f7c84d7657d220,1,1000,1000,4.38,27740,9.0,38.0,77,77.0,312,1.0,100.0,115.0
615,615,585cc05eaf0e9d52046c895d,1,1000,1000,4.38,17922,11.0,10.0,-10,-10.0,413,,,0.0
616,616,555bf637b0213719da7229df,1,1000,1000,4.383,6275,8.0,38.0,79,79.0,196,1.0,100.0,117.0
617,617,5bdc1408c23b3222e81f3936,1,1000,1000,4.393,15221,1.66,2.0,17,17.0,33,,,19.0
618,618,5b80fee2008a3e2f6ec81563,1,1000,1000,4.417,3439,6.0,22.0,73,73.0,201,1.0,100.0,95.0
619,619,551506dc18b2791039a7286d,1,1000,1000,4.42,1370,13.0,72.0,82,82.0,326,,,154.0
620,620,592968ba63950d682ca4b195,1,1000,1000,4.423,2904,5.0,5.0,0,0.0,377,,,5.0
621,621,56cd50871e15ff78c21de8a9,5,500,100,3.956,1047,3.81,3.6,3,3.2,33,2.0,40.0,6.800000000000001
622,622,583da4b58108913e6c79a32e,6,500,83,4.069,2782,6.14,7.33,22,22.33,29,3.0,50.0,29.659999999999997
623,623,5e4bb29957cc9b46d2e498f7,4,400,100,3.802,111,7.5,10.0,30,30.0,11,2.0,50.0,40.0
624,624,5b47ffa01e5bc91f3eea4f1f,4,400,100,3.975,366,7.0,6.5,-4,-4.5,9,2.0,50.0,2.0
625,625,5aea8f2ccac3c5238de1a99c,4,400,100,4.144,1160,9.0,31.5,64,64.0,38,2.0,50.0,95.5
626,626,5eb51ed929e7865dc268a561,5,350,70,3.874,127,7.2,8.4,12,12.0,4,3.0,60.0,20.4
627,627,5dc40e313710b91b0f04fcc5,3,300,100,3.625,112,6.0,6.0,0,0.0,5,1.0,33.0,6.0
628,628,5d3da852e4b65d3e801e9b5d,3,300,100,3.732,168,11.0,10.0,-10,-10.0,45,2.0,67.0,0.0
629,629,5a698cef028bbd27227d3d12,3,300,100,3.884,1050,3.0,3.0,0,0.0,58,2.0,67.0,3.0
630,630,584a7a381591451e4e3af3df,3,300,100,3.988,4080,9.67,25.33,62,62.33,55,2.0,67.0,87.66
631,631,580c7d0a8b67fa197454a2d1,3,300,100,4.041,4705,6.0,6.0,0,0.0,27,1.0,33.0,6.0
632,632,596b4085d4cc34162e778769,3,300,100,4.049,9940,13.67,101.0,85,85.33,29,1.0,33.0,186.32999999999998
633,633,5d8b2f16ddac8e198fc7c8b7,3,300,100,4.155,483,7.0,6.0,-16,-16.0,25,1.0,33.0,-10.0
634,634,5df71a34092d7302140be245,3,300,100,4.156,885,9.24,8.33,-11,-11.33,11,1.0,33.0,-3.0
635,635,5710ac98b2d43a5925da8dd8,3,300,100,4.168,4856,3.33,8.33,57,57.0,33,,,65.33
636,636,5eb6598ec43e5c5ab9fd5a78,4,300,75,3.791,129,8.0,8.5,3,3.0,9,2.0,50.0,11.5
637,637,5e4f6a3a29e786346774bcce,4,300,75,4.036,28,4.5,4.5,0,0.0,3,2.0,50.0,4.5
638,638,5eb50ff17041111c43033565,3,250,83,3.545,211,8.0,7.0,-14,-14.0,6,1.0,33.0,-7.0
639,639,5e4a06cb57cc9b1700e826b3,2,200,100,3.186,43,8.0,26.0,70,70.0,14,1.0,50.0,96.0
640,640,5e54a05c207f9d3e6cee7040,2,200,100,3.188,32,7.0,26.0,74,74.0,10,,,100.0
641,641,5dd790db4cc6678b7441ba5d,2,200,100,3.382,364,11.0,10.0,-10,-10.0,45,1.0,50.0,0.0
642,642,5e61e5580705ac039c94c08f,2,200,100,3.409,359,3.7,47.0,93,93.0,11,1.0,50.0,140.0
643,643,56498ab42a6bdb4474afa47b,2,200,100,3.535,1472,9.0,34.0,74,74.0,28,1.0,50.0,108.0
644,644,5d4e6ca57edfad27a90a6726,2,200,100,3.581,31,8.0,11.0,28,28.0,21,1.0,50.0,39.0
645,645,5d50fb2b1d9a8e23e3334c81,2,200,100,3.659,138,8.0,26.0,70,70.0,13,1.0,50.0,96.0
646,646,5e9a629b29e786250230ba90,2,200,100,3.667,18,11.0,16.0,32,32.0,12,1.0,50.0,48.0
647,647,5b0cd8577e43f257d4a05469,2,200,100,3.708,1279,11.0,17.0,36,36.0,3,1.0,50.0,53.0
648,648,5e693079c6a6e679c0bf4613,2,200,100,3.766,231,8.0,59.0,87,87.0,114,1.0,50.0,146.0
649,649,5d56b32c40defd78043d5af9,2,200,100,3.774,31,13.0,11.0,-18,-18.0,2,1.0,50.0,-7.0
650,650,5eb5076129e786048168034d,2,200,100,3.786,117,8.0,10.0,20,20.0,6,1.0,50.0,30.0
651,651,5a792e56a71fbf471cf1fc99,2,200,100,3.833,5846,8.0,51.0,85,85.0,31,,,136.0
652,652,52838e612dcc6469fa2d7104,2,200,100,3.84,16215,5.0,30.0,84,84.0,13,1.0,50.0,114.0
653,653,5e183869e344ec006fdaa805,2,200,100,3.855,131,17.0,108.0,85,84.5,50,,,192.5
654,654,5ac82ff62c49567ffa616535,2,200,100,3.855,435,11.0,84.0,87,87.0,18,,,171.0
655,655,58ff26fc42fc6a113afae083,2,200,100,3.878,9078,10.0,64.0,85,84.5,34,1.0,50.0,148.5
656,656,5d9f24a451a4ed72d95bac9c,2,200,100,3.883,239,8.0,65.0,88,88.0,29,1.0,50.0,153.0
657,657,5d3e6e0ce13a7e7ae9f35f74,2,200,100,3.894,104,9.0,8.0,-12,-12.0,27,1.0,50.0,-4.0
658,658,5b348167af6b3122dba38825,2,200,100,3.916,8996,5.77,5.0,-15,-15.0,4,1.0,50.0,-10.0
659,659,577f79f928d95d5777eac030,2,200,100,3.935,3060,7.0,6.0,-16,-16.0,22,1.0,50.0,-10.0
660,660,55dc2bf3b92a5941ebd4ecf2,2,200,100,3.948,3237,10.5,46.5,78,77.5,32,,,124.0
661,661,55ed4e573a698c3a9daa8b2b,2,200,100,3.951,16099,6.92,13.5,32,32.0,34,,,45.5
662,662,58a3db5e05b2f9716d029e30,2,200,100,3.968,16487,11.0,10.0,-10,-10.0,22,1.0,50.0,0.0
663,663,5a9e4f25e05388149703d9c8,2,200,100,3.971,9703,9.0,8.0,-13,-13.0,20,,,-5.0
664,664,56cd27b048e91e13aa3986e4,2,200,100,3.984,3515,6.0,8.0,25,25.0,13,1.0,50.0,33.0
665,665,56ab21890d8dad10e044b9ec,2,200,100,3.991,8225,2.0,10.0,80,80.0,10,1.0,50.0,90.0
666,666,566e97ca39cce4269637a261,2,200,100,4.03,2166,15.0,13.0,-15,-15.0,56,1.0,50.0,-2.0
667,667,58da49c92c3a8f52a755d4a0,2,200,100,4.035,26951,2.0,2.0,0,0.0,9,1.0,50.0,2.0
668,668,5eba4bab58ed6ba265685ba1,2,200,100,4.041,123,8.0,10.0,20,20.0,58,1.0,50.0,30.0
669,669,5e8ad4c829e7860d8e20b40c,2,200,100,4.048,21,13.0,11.0,-18,-18.0,26,1.0,50.0,-7.0
670,670,5e50e6b968f8f90ec04531bf,2,200,100,4.069,189,3.94,8.0,51,51.0,21,1.0,50.0,59.0
671,671,593402ae25c4f54ed4e0abdf,2,200,100,4.072,1926,11.0,134.0,92,92.0,28,1.0,50.0,226.0
672,672,568b82677f5cdb26abff2f9a,2,200,100,4.078,22615,4.0,4.0,0,0.0,21,1.0,50.0,4.0
673,673,583141fbfef4094e51453d9b,2,200,100,4.079,7497,4.67,4.0,-16,-16.0,82,1.0,50.0,-12.0
674,674,57187da6f24dd9593ccc886a,2,200,100,4.09,43876,5.0,48.0,90,90.0,30,1.0,50.0,138.0
675,675,5844fc74f521924c9b5148f3,2,200,100,4.115,576,2.71,3.0,10,10.0,12,1.0,50.0,13.0
676,676,5b722effbfb77d14812b8c2c,2,200,100,4.148,3588,16.0,14.0,-14,-14.0,11,1.0,50.0,0.0
677,677,5b0e27596b9302238a10c3f8,2,200,100,4.175,3120,11.0,20.0,45,45.0,14,1.0,50.0,65.0
678,678,5898240369b8584f668a188b,2,200,100,4.185,14291,12.5,92.5,86,85.5,89,1.0,50.0,178.0
